SNo.,state_name,district_name,Total No. of JobCards issued,Total No. of Workers,Total No. of Active Job Cards,Total No. of Active Workers,Approved Labour Budget,Persondays of Central Liability so far,Women Persondays,Average days of employment provided per Household,Average Wage rate per day per person(Rs.),Total No of HHs completed 100 Days of Wage Employment,Total Households Worked,Total Individuals Worked,Differently abled persons worked,Number of GPs with NIL exp,Total No. of Works Takenup (New+Spill Over),Number of Ongoing Works,Number of Completed Works,Total Exp(Rs. in Lakhs.),Wages(Rs. In Lakhs),Material and skilled Wages(Rs. In Lakhs),Total Adm Expenditure (Rs. in Lakhs.)
148,CHHATTISGARH,BEMETARA,171439,389542,122004,294923,3495486,2265689,1148556,36,178.5680816,642,62742,116156,501,4,9978,6693,3285,5630.67783,4045.797383,1411.818127,173.06232
149,CHHATTISGARH,BALOD,154270,375371,140719,352466,4630274,3018583,2086811,27,239.5029281,136,108666,146780,1378,0,14400,11039,3361,10321.06662,7229.594672,2685.803895,405.66805
150,CHHATTISGARH,KONDAGAON,99621,255820,80624,218420,2105146,1368108,683591,33,243.6110379,1455,40583,73249,535,0,12312,7898,4414,5868.534113,3332.862099,2360.057904,175.61411
151,CHHATTISGARH,SUKMA,37286,75296,34536,70763,1223151,736931,367430,32,240.7705063,288,22571,42783,283,7,4281,3280,1001,2458.881146,1774.3125,594.1948255,90.37382
152,CHHATTISGARH,MUNGELI,138468,295090,110583,244199,3573739,2313675,1126004,42,166.5656907,875,55051,103705,568,1,10339,8453,1886,5793.798225,3853.788745,1809.40066,130.60882
153,CHHATTISGARH,SURAJPUR,129392,233731,119676,219115,3295201,2108496,925381,31,243.5394333,630,66017,103072,393,0,12474,6824,5650,8089.510192,5135.01921,2779.111762,175.37922
154,CHHATTISGARH,BALRAMPUR,117340,218880,102154,194485,2910233,1862301,849301,36,232.1777127,1408,51247,81766,95,0,9171,5090,4081,6248.703335,4323.847866,1697.72461,227.13086
155,CHHATTISGARH,GAURELA PENDRA MARWAHI,69031,140943,62344,130263,2505019,1601275,810845,39,212.3430254,1113,41020,68778,290,0,7610,5561,2049,4830.080247,3400.19578,1342.706127,87.17834
156,CHHATTISGARH,SAKTI,140203,317966,100350,249725,2023154,1310620,697052,27,224.6744923,124,48056,89707,637,2,6977,5989,988,4975.907905,2944.628831,1894.200884,137.07819
157,CHHATTISGARH,MOHLA MANPUR AMBAGARH CHOWKI,60518,143922,58755,141329,2273810,1448191,835216,32,307.5100411,302,45242,76445,1210,0,11642,6024,5618,5184.869966,4453.332739,654.9987165,76.53851
158,CHHATTISGARH,KHAIRAGARH CHHUIKHADAN GANDAI,75748,169854,73604,166106,3222543,2058741,1127820,35,182.6210711,421,57542,103979,1258,0,8817,6067,2750,4509.223615,3759.694866,634.7447696,114.78398
159,CHHATTISGARH,SARANGARH BILAIGARH,127737,273488,103573,234916,3046533,1968309,999695,34,208.4825194,676,56608,103465,640,1,11226,8339,2887,6710.174662,4103.580192,2488.77038,117.82409
160,CHHATTISGARH,MANENDRAGARH CHIRMIRI BHARATPUR,78445,144599,71910,135061,2156516,1399707,665456,29,244.4335807,375,47614,72326,479,0,10154,7238,2916,4371.324766,3421.35394,845.7772859,104.19354
161,DN HAVELI AND DD,DADRA AND NAGAR HAVELI,21144,33136,1,2,500000,13,7,13,0,0,1,2,0,20,3,3,0,0,0,0,0
162,GOA,NORTH GOA,20461,24251,3632,4572,43681,11150,9193,18,299.6684305,0,593,612,0,63,323,312,11,48.5869675,33.41303,14.9319775,0.24196
163,GOA,SOUTH GOA,18946,26462,3679,5519,56319,16711,11222,18,239.2051343,0,904,944,0,50,486,482,4,85.903635,39.97357,44.366215,1.56385
164,GUJARAT,JAMNAGAR,45633,86875,21295,39584,584384,302377,127045,40,224.9939162,110,7428,12581,20,8,3582,3142,440,965.8014383,680.329854,216.4820943,68.98949
165,GUJARAT,RAJKOT,109637,305941,17943,47935,426290,242809,117668,37,204.9568495,17,6538,12521,58,8,2965,2381,584,976.5440902,497.6536767,424.9734335,53.91698
166,GUJARAT,SURENDRANAGAR,88467,158902,44072,84087,1143229,486618,179385,41,221.3919989,111,11644,18780,38,83,5753,4677,1076,1387.128503,1077.333317,246.3195757,63.47561
167,GUJARAT,BHAVNAGAR,98962,251600,56250,149275,900143,550321,269860,44,224.4433642,156,12263,28878,115,73,3857,3526,331,1311.572641,1235.158967,12.6984246,63.71525
168,GUJARAT,AMRELI,114245,305760,27307,82501,689999,343620,167111,42,220.8170794,79,8139,18488,24,59,4970,4617,353,1251.21894,758.7716483,410.3421721,82.10512
169,GUJARAT,JUNAGADH,115399,307798,36376,101957,1126328,562003,246299,40,216.1238786,82,13927,28746,418,11,7272,6635,637,2245.629289,1214.622682,952.8561671,78.15044
170,GUJARAT,KACHCHH,89133,147597,45843,81629,1750761,381022,189306,31,208.9175195,60,12095,17390,22,96,4982,4473,509,1371.500461,796.0217112,494.3659696,81.11278
171,GUJARAT,BANAS KANTHA,180055,331767,80240,152216,2245029,1349343,710183,42,227.9660826,212,31932,46069,326,11,13477,10116,3361,3884.535866,3076.044378,623.2592184,185.23227
172,GUJARAT,SABAR KANTHA,151832,308087,68339,146535,2060171,983836,530903,36,220.260601,308,27134,41497,131,0,9153,7706,1447,3231.189012,2167.003087,958.8329149,105.35301
173,GUJARAT,MAHESANA,92990,148942,30275,48015,910832,398425,149895,36,237.7767393,28,10896,14271,47,37,7214,6388,826,1531.592204,947.3619737,507.5338905,76.69634
174,GUJARAT,GANDHINAGAR,36610,50806,14194,20316,331271,169404,73340,29,218.1701731,14,5746,6908,9,24,1784,1673,111,567.241636,369.589,156.866766,40.78587
175,GUJARAT,AHMADABAD,83334,173376,20276,41249,609693,324278,139135,49,209.1476465,42,6611,12792,78,115,4476,4147,329,977.2093919,678.219805,240.1035269,58.88606
176,GUJARAT,KHEDA,138926,281786,38705,76094,790164,374596,121989,31,235.3448565,8,11829,15536,33,7,14087,10966,3121,1366.379724,881.5924186,416.5690154,68.21829
177,GUJARAT,PANCH MAHALS,270695,495801,137767,265851,4170933,2013945,859732,40,233.5095841,272,49998,67958,194,18,52359,47252,5107,15594.60543,4702.754593,10558.28033,333.57051
178,GUJARAT,VADODARA,125110,235547,19243,35461,333045,139478,53635,37,242.5906752,1,3701,4895,9,149,5086,4792,294,506.3130506,338.360622,112.3044186,55.64801
179,GUJARAT,BHARUCH,125019,250809,25036,52723,391192,316633,144833,34,231.349313,46,9169,13247,19,25,7490,7138,352,1265.581512,732.5282701,475.6862422,57.367
180,GUJARAT,SURAT,186729,402015,66770,165429,973920,1228040,578399,35,245.8622121,172,34747,48890,65,28,17333,15300,2033,5011.127752,3019.28631,1889.503452,102.33799
181,GUJARAT,VALSAD,220839,461518,58268,129856,2054157,707336,390208,30,243.1975935,28,23125,30490,5,4,15147,12080,3067,2343.982599,1720.22413,532.0205489,91.73792
182,GUJARAT,DANG,49191,93753,34062,66555,1349230,573338,262389,37,265.6205348,53,15282,22824,81,30,10458,9913,545,1642.31269,1522.903462,33.3432384,86.06599
183,GUJARAT,PATAN,220400,513666,43455,114411,899018,616207,239939,38,199.5747682,217,15917,26367,249,3,12403,10410,1993,2003.186599,1229.793692,669.0125471,104.38036
184,GUJARAT,PORBANDAR,34853,77925,10683,25790,298532,207898,114534,42,192.4965067,79,4940,8006,6,2,1538,1458,80,511.0614538,400.1963876,71.03145622,39.83361
185,GUJARAT,ANAND,206419,377444,33992,74414,691851,362653,189840,30,210.586869,70,11765,18146,43,1,4875,3611,1264,1110.707026,763.6995982,264.3547173,82.65271
186,GUJARAT,DOHAD,545537,1171002,303796,620352,10581146,6171391,2902051,44,233.0286554,1959,140219,199608,3803,0,100972,88701,12271,30394.37153,14381.10946,15591.78716,421.47491
187,GUJARAT,NARMADA,108671,216683,89632,187552,2527709,1754456,957180,29,235.4560958,214,58530,96539,828,1,12509,9522,2987,5461.374194,4130.9736,1211.253184,119.14741
188,GUJARAT,NAVSARI,139009,206547,67178,103249,1625110,852398,609031,25,234.3761609,17,33690,37581,78,8,14329,11716,2613,2761.889896,1997.817708,661.8596785,102.21251
189,GUJARAT,TAPI,203552,421513,104250,234397,1871313,1038962,581369,25,229.8291141,76,40674,55397,480,0,14101,11886,2215,3468.216894,2387.83716,1000.511714,79.86802
190,GUJARAT,Morbi,30361,66298,5908,12176,204749,101457,47325,47,222.1673527,53,2158,4168,0,6,1649,1519,130,440.0813013,225.404331,183.4349603,31.24201
191,GUJARAT,Botad,53690,125518,23313,55263,765659,333138,154058,36,206.8951261,29,9090,20860,53,0,2162,1845,317,837.962724,689.2462851,112.9608089,35.75563
192,GUJARAT,Chhotaudepur,218192,442772,73456,147328,1578689,1314033,513303,42,240.4870368,151,30874,43393,354,0,20351,14986,5365,3545.552206,3160.079025,278.9900615,106.48312
193,GUJARAT,ARVALLI,146190,301755,77630,167029,2522074,1875828,921143,49,204.2625912,1854,38005,60370,531,1,14781,14315,466,6851.618699,3831.614879,2947.32923,72.67459
194,GUJARAT,GIR SOMNATH,46801,109237,25739,62824,691853,342174,185851,31,239.138792,43,10842,22358,132,23,3010,2874,136,1233.103246,818.27077,350.3720256,64.46045
195,GUJARAT,DEVBHUMI DWARKA,48868,101378,17887,36181,434838,101637,41836,26,204.2912894,1,3793,5998,34,17,3315,2882,433,458.8953538,207.6355378,206.190986,45.06883
196,GUJARAT,MAHISAGAR,158704,340557,78797,174864,2466688,1311252,569112,39,198.9343052,274,33141,53052,656,11,10364,7748,2616,3432.884892,2608.530056,745.3541264,79.00071
197,HARYANA,AMBALA,36340,51016,11553,19112,146673,60447,42184,19,368.4586688,0,3137,3719,4,236,700,601,99,251.8755223,222.7222115,6.52139076,22.63192
198,HARYANA,BHIWANI,83780,163890,39307,83133,495550,257058,161637,16,335.7753263,0,16023,20974,20,52,1546,1490,56,1028.373004,863.1373384,133.843646,31.39202
199,HARYANA,CHARKI DADRI,29609,51777,10094,18162,115200,51854,29110,17,387.4957814,5,2909,3633,7,44,618,603,15,209.9042425,200.9320625,0,8.97218
200,HARYANA,FARIDABAD,7359,7917,3593,4006,68270,27633,14322,31,354.2929468,3,887,962,0,74,57,50,7,119.8386929,97.90177,20.8328229,1.1041
201,HARYANA,FATEHABAD,71460,148147,58612,127701,1585450,841235,512573,20,321.9627019,42,41668,65985,74,6,4344,4075,269,4142.281822,2708.462935,1403.103897,30.71499
202,HARYANA,GURUGRAM,13670,17761,4192,5477,65000,14892,10930,22,344.5510731,1,658,740,0,105,170,145,25,74.1151136,51.3105458,19.1760178,3.62855
203,HARYANA,HISAR,114375,227904,65564,141634,1360300,902791,569751,21,392.0617829,25,41759,59186,85,20,3438,2953,485,4188.120806,3539.498491,602.163565,46.45875
204,HARYANA,JHAJJAR,62454,105284,18120,33030,260165,136198,81415,22,364.7374637,7,6186,7761,1,41,905,660,245,558.997641,496.7651308,30.42563022,31.80688
205,HARYANA,JIND,66824,134386,40746,88037,697690,329734,209752,16,377.2535277,2,19922,25125,38,19,2682,2138,544,1816.028594,1243.933147,522.1894172,49.90603
206,HARYANA,KAITHAL,67143,124458,37278,77187,600286,298424,202864,16,427.2627374,1,17745,23369,59,48,1464,1431,33,1342.851675,1275.054552,51.0084833,16.78864
207,HARYANA,KARNAL,90360,164441,51177,104085,920657,517930,355479,22,322.2722756,11,22599,30341,35,76,1976,1623,353,1761.599869,1669.144797,54.2836718,38.1714
208,HARYANA,KURUKSHETRA,62355,119405,27140,58695,381262,275354,182150,23,355.8809991,27,11792,16442,18,91,1335,1090,245,1164.070776,979.9325662,151.59413,32.54408
209,HARYANA,MAHENDRAGARH,63298,88450,20419,32647,211800,106106,51708,17,341.7211102,6,6000,7553,4,129,1131,1127,4,423.3854117,362.5866012,42.2937005,18.50511
210,HARYANA,MEWAT,149379,190598,83555,97817,811278,31663,14638,25,419.8324859,1,1247,1607,0,295,1648,1642,6,161.45599,132.93156,0,28.52443
211,HARYANA,PALWAL,36509,50353,13905,19370,87100,11986,5033,15,82.2522276,0,793,961,1,254,897,897,0,9.858752,9.858752,0,0
212,HARYANA,PANCHKULA,16279,24417,6685,11361,102634,48863,16858,25,366.5881982,1,1950,2309,0,53,241,167,74,212.8496821,179.1259913,22.0811008,11.64259
213,HARYANA,PANIPAT,42026,71302,21315,39782,385223,259139,158871,28,345.7579363,7,9152,12398,9,18,1086,989,97,982.6110516,895.9936585,51.5823231,35.03507
214,HARYANA,REWARI,39326,76006,8946,16776,86750,52482,35794,17,355.75104,0,3050,3757,0,197,442,418,24,239.1617339,186.7052608,40.12060305,12.33587
215,HARYANA,ROHTAK,41242,69333,24247,44222,364724,287314,163875,25,353.0224222,55,11152,14394,2,15,1028,878,150,1054.872599,1014.282842,14.7678864,25.82187
216,HARYANA,SIRSA,120459,257879,59256,136743,694988,409231,243751,14,398.5400013,1,28909,41118,56,35,2895,2830,65,2064.799237,1630.949233,400.8760742,32.97393
217,HARYANA,SONIPAT,42936,62631,16572,26209,344000,184665,113325,24,371.3344027,6,7468,9775,12,71,782,658,124,783.1128942,685.7246747,47.30257945,50.08564
218,HARYANA,YAMUNANAGAR,46196,73950,17552,31411,215000,106353,43388,29,390.9057135,8,3578,4970,1,178,837,470,367,521.4549242,415.7399535,83.9104207,21.80455
219,HIMACHAL PRADESH,BILASPUR,92312,169537,44097,85766,980192,396796,249017,31,243.9611086,72,12510,16135,9,1,7917,6323,1594,1713.689194,968.0279203,640.6396838,105.02159
220,HIMACHAL PRADESH,CHAMBA,138891,258964,115032,220753,4550008,2074657,1268609,31,250.9024129,146,66686,85408,77,1,15968,12056,3912,8548.402234,5205.364473,3035.757801,307.27996
221,HIMACHAL PRADESH,HAMIRPUR,117003,179655,61996,102666,1536536,495829,393290,23,214.5373033,11,20676,23416,132,0,9948,7275,2673,2314.775216,1063.738166,1081.36932,169.66773
222,HIMACHAL PRADESH,KANGRA,309441,578564,167492,329502,3784895,1199350,929067,19,230.9703184,20,60753,66231,280,1,24604,17230,7374,7674.818737,2770.142514,4295.669533,609.00669
223,HIMACHAL PRADESH,KINNAUR,20556,40114,15482,32020,599087,282629,196581,28,290.7913752,66,9893,12275,18,0,3520,2751,769,1447.821466,821.8607558,577.8699801,48.09073
224,HIMACHAL PRADESH,KULLU,99768,195909,68456,144056,2064026,917442,502685,28,252.8316476,57,32623,50351,62,0,18247,15547,2700,3835.974318,2319.583724,1361.867864,154.52273
225,HIMACHAL PRADESH,LAHUL AND SPITI,6634,14265,4873,11223,122832,47189,31318,24,278.260239,2,1893,2590,7,2,745,587,158,195.5710069,131.3082242,25.2592027,39.00358
226,HIMACHAL PRADESH,MANDI,286756,523329,209491,400404,7071189,2216939,1627160,23,240.0921265,55,93134,114028,158,1,33058,23753,9305,10532.54671,5322.695987,4798.133961,411.71676
227,HIMACHAL PRADESH,SHIMLA,152437,320178,105789,237634,2781706,1228156,633672,28,239.7246674,35,42992,65672,70,2,19999,16889,3110,4522.811315,2944.192886,1305.054108,273.56432
228,HIMACHAL PRADESH,SIRMAUR,99332,192339,57560,118775,1754024,658047,293663,31,238.0536589,119,20686,29346,33,2,8843,7076,1767,3418.9557,1566.504961,1671.193449,181.25729
229,HIMACHAL PRADESH,SOLAN,91806,162047,42857,82026,1131610,365961,187475,29,233.7629946,37,12338,16492,8,4,6683,5434,1249,1873.684525,855.4813927,869.6756926,148.52744
230,HIMACHAL PRADESH,UNA,79994,116779,40168,63648,1123895,514555,386279,28,238.2457394,18,17849,19393,49,1,6885,4423,2462,3143.182474,1225.905365,1753.29774,163.97937
231,JAMMU AND KASHMIR,KUPWARA,102036,195951,87835,174551,2091270,490036,159322,17,294.1301445,7,28553,39217,58,0,41463,36599,4864,2504.246218,1441.343595,948.6179131,114.28471
232,JAMMU AND KASHMIR,BARAMULLA,102235,169074,65588,115729,841743,513946,91718,26,259.9136407,23,19580,25398,24,2,10579,9204,1375,1727.377559,1335.81576,265.6253686,125.93643
233,JAMMU AND KASHMIR,SRINAGAR,7651,11914,2741,5084,50996,8520,1869,12,148.7299296,0,689,886,0,9,452,418,34,43.28928596,12.67179,20.93854596,9.67895
234,JAMMU AND KASHMIR,BADGAM,83377,117710,54729,81149,1008980,329042,48939,23,285.509187,0,14189,15728,17,6,7737,7283,454,1615.542872,939.445139,583.0599629,93.03777
235,JAMMU AND KASHMIR,PULWAMA,54049,77736,36636,55411,666511,320209,31093,25,308.4848499,3,12376,14514,27,0,3231,2844,387,1384.459189,987.796253,319.1920764,77.47086
236,JAMMU AND KASHMIR,ANANTNAG,106978,239719,83916,198411,2271252,1064446,389357,34,250.2062648,84,31159,48587,85,1,27111,17423,9688,4081.736378,2663.310577,1300.157161,118.26864
237,JAMMU AND KASHMIR,DODA,93263,163152,88267,156494,1826757,164793,75053,23,555.6358263,5,7031,10691,33,2,29893,23454,6439,3414.593432,915.6489473,2404.879915,94.06457
238,JAMMU AND KASHMIR,UDHAMPUR,70801,102577,42876,66279,536380,118034,27539,19,278.6459513,2,6074,7564,16,21,8860,7254,1606,606.6359003,328.8969622,203.3193281,74.41961
239,JAMMU AND KASHMIR,POONCH,95904,168498,78253,144690,1621940,247950,100776,34,316.780061,2,7290,11809,52,0,26305,19970,6335,1988.917239,785.4561612,1111.215358,92.24572
240,JAMMU AND KASHMIR,RAJAURI,135059,221918,105499,181958,1932620,510608,203317,37,273.8338861,19,13753,19746,51,4,36635,30278,6357,3039.178624,1398.217729,1533.450705,107.51019
241,JAMMU AND KASHMIR,JAMMU,93332,113384,40795,52848,554026,104984,21390,19,285.8638629,0,5351,5749,4,44,5792,4320,1472,651.6897945,300.1113178,294.4924567,57.08602
242,JAMMU AND KASHMIR,KATHUA,73188,102993,47156,70949,684899,182347,50393,20,249.2974324,3,8789,11038,20,22,6475,5754,721,600.7891781,454.5863891,69.92693902,76.27585
243,JAMMU AND KASHMIR,KISHTWAR,62382,84515,58371,79535,1674345,74495,15974,23,1334.204504,1,3232,3343,9,0,18820,16780,2040,1845.641278,993.9156455,790.5667328,61.1589
244,JAMMU AND KASHMIR,RAMBAN,57086,104879,39160,78459,453311,153491,46121,26,298.7309217,0,5775,8102,32,6,12502,11611,891,714.3497694,458.525079,196.8354604,58.98923
245,JAMMU AND KASHMIR,REASI,63178,111308,48102,89020,559410,100236,39649,26,337.6589449,5,3739,5246,208,22,9194,7836,1358,537.3181076,338.45582,134.3301376,64.53215
246,JAMMU AND KASHMIR,SAMBA,28433,40719,14782,22584,173554,41401,12599,18,260.67823,1,2209,2663,2,7,1714,1516,198,195.1429263,107.923394,70.66229232,16.55724
247,JAMMU AND KASHMIR,BANDIPORA,40578,68963,25978,47494,388363,112680,35169,30,275.9301349,0,3677,5279,16,12,6233,5339,894,539.6878393,310.918076,188.2167233,40.55304
248,JAMMU AND KASHMIR,GANDERBAL,37187,60686,27443,47640,538668,143508,45264,21,272.0055485,5,6600,8459,12,1,3711,3549,162,624.4110645,390.3497226,198.6866619,35.37468
249,JAMMU AND KASHMIR,KULGAM,55355,127012,43788,104937,1092066,825980,247565,39,248.6285755,79,20723,33839,19,0,8907,7976,931,2652.688034,2053.622308,530.857956,68.20777
250,JAMMU AND KASHMIR,SHOPIAN,35854,40334,30987,35230,1032909,985640,102937,41,237.1611694,44,23829,25303,20,0,3545,3241,304,2708.343424,2337.55535,329.8095741,40.9785
251,JHARKHAND,RANCHI,319859,496915,173032,290689,3791160,2035274,938416,34,260.6977593,947,58269,72013,181,8,42929,30081,12848,7756.142121,5305.913714,2177.897307,272.3311
252,JHARKHAND,LOHARDAGA,90543,187259,55588,122633,1361700,831130,411012,31,254.4956081,261,26286,37897,154,0,28371,15730,12641,2622.022611,2115.189348,432.537793,74.29547
253,JHARKHAND,GUMLA,197352,338418,113538,200805,3226117,1684317,734596,36,276.2150855,818,46211,56496,220,0,44977,32354,12623,6563.62404,4652.337642,1784.422958,126.86344
254,JHARKHAND,SIMDEGA,165938,276704,100294,172725,2879991,1750541,806270,37,265.5159834,1228,46496,55847,164,0,31735,18887,12848,6356.336366,4647.96615,1586.734176,121.63604
255,JHARKHAND,PALAMU,358654,506919,224681,326079,5400234,2900693,1319148,31,260.4125078,454,90866,111696,405,0,80057,53827,26230,10338.46039,7553.767386,2494.472399,290.2206
256,JHARKHAND,LATEHAR,185107,240201,134080,174860,4229910,3166332,1486745,37,256.2438374,483,84129,94896,811,0,57143,25704,31439,8943.355894,8113.530622,731.7830419,98.04223
257,JHARKHAND,GARHWA,356697,524704,243195,367067,7378612,4970719,2336301,37,259.7582684,714,133390,167972,252,0,81700,45783,35917,16108.55028,12911.8536,2994.325549,202.37113
258,JHARKHAND,WEST SINGHBHUM,322539,486775,159924,245777,3148730,2213311,1042318,32,265.2996713,792,67869,76131,191,3,50353,32282,18071,6793.883708,5871.906807,775.368071,146.60883
259,JHARKHAND,SARAIKELA KHARSAWAN,218169,390702,123451,234487,2980908,2033823,1005593,35,257.9487542,586,57852,73651,215,8,43549,25537,18012,5945.878715,5246.221092,578.1425326,121.51509
260,JHARKHAND,EAST SINGHBUM,266362,491217,135134,270187,2404548,1864610,959521,31,257.425215,548,59923,74664,167,46,44541,26730,17811,6076.393682,4799.976302,1109.62693,166.79045
261,JHARKHAND,DUMKA,323651,479719,170375,250418,4928382,3329927,1555411,38,257.111701,814,87082,96926,166,0,45423,28791,16632,10718.02596,8561.631952,2001.592436,154.80157
262,JHARKHAND,JAMTARA,199800,276603,129175,184389,4437000,2878130,1310027,38,257.3275982,433,75112,84926,125,0,44456,29431,15025,9875.672477,7406.222802,2363.510645,105.93903
263,JHARKHAND,SAHEBGANJ,301601,381462,141496,181045,3172050,1823734,880846,33,259.9816986,376,54077,59584,170,3,39594,24201,15393,6437.18466,4741.374631,1572.160549,123.64948
264,JHARKHAND,PAKUR,189980,256394,102152,139551,2515633,1552943,750365,34,258.7502349,390,44937,49796,72,0,34685,19213,15472,5552.715403,4018.24366,1436.459773,98.01197
265,JHARKHAND,GODDA,273613,412513,145500,221987,3647936,2348185,1077660,38,259.5851634,425,61548,69611,171,1,38901,27137,11764,9464.389512,6095.53987,3230.492652,138.35699
266,JHARKHAND,HAZARIBAGH,346182,492934,180857,256662,4586850,3048105,1554154,36,260.4948507,633,84418,95173,284,10,40378,26055,14323,10225.17479,7940.156569,2103.253437,181.76478
267,JHARKHAND,CHATRA,209416,257266,150620,186993,4514940,3163493,1586089,35,255.0519376,711,89268,101131,63,1,47350,28032,19318,9266.397514,8068.550193,1068.802571,129.04475
268,JHARKHAND,KODERMA,138981,180485,66740,86971,2248717,1075627,556332,32,256.6574314,166,32632,36644,68,4,22487,14632,7855,3135.849399,2760.67663,315.241509,59.93126
269,JHARKHAND,GIRIDIH,592370,811493,313905,426454,8538812,5199523,2719061,34,257.9809266,482,151526,164379,697,17,95395,62275,33120,16448.73023,13413.77761,2751.768726,283.18389
270,JHARKHAND,BOKARO,340921,510945,150002,235648,3249900,1921353,962110,34,264.5136591,617,55690,64487,191,14,51738,32969,18769,7238.270068,5082.241124,1992.340604,163.68834
271,JHARKHAND,DHANBAD,290947,383947,126783,180788,2700194,1953540,954905,31,258.1316462,564,62467,72577,169,2,50557,32020,18537,5545.249654,5042.704962,360.043722,142.50097
272,JHARKHAND,DEOGHAR,367448,562770,195256,299890,5006952,3234686,1397323,37,257.4314659,640,86519,96918,379,0,46865,32872,13993,12334.16219,8327.099586,3846.907409,160.15519
273,JHARKHAND,RAMGARH,129021,212903,66379,113901,2007900,1308856,607422,45,262.8140145,881,29038,35117,158,26,20129,14029,6100,5722.088859,3439.856998,2172.265421,109.96644
274,JHARKHAND,KHUNTI,140523,231267,66775,110494,1642824,877060,385165,39,263.7160922,624,22390,27232,64,0,26253,16822,9431,3018.675092,2312.948358,647.3658641,58.36087
275,KARNATAKA,BAGALKOTE,271203,551207,155283,341295,5000000,3378087,1800344,35,298.6486515,635,94366,164642,2081,0,33008,28173,4835,11570.49165,10088.61127,1344.044422,137.83596
276,KARNATAKA,BENGALURU,61704,138523,6560,15001,100000,34750,17973,32,292.1070101,11,1073,1889,3,5,3419,2545,874,174.1212862,101.507186,58.94930018,13.6648
277,KARNATAKA,BENGALURU RURAL,117777,257096,61061,142113,1900000,903081,457638,36,306.644271,98,24585,41518,419,0,20232,12054,8178,3219.084383,2769.246149,420.3775843,29.46065
278,KARNATAKA,BELAGAVI,811329,1662145,416527,910452,13000000,8212309,4736200,34,303.4494688,1365,236234,352842,2672,0,126161,93729,32432,32461.75862,24920.20804,7181.831291,359.71929
279,KARNATAKA,BALLARI,166808,470054,113484,325279,5800000,5120593,2742828,52,271.912936,1837,97185,212855,2228,0,37082,17076,20006,17614.45139,13923.55476,3560.08066,130.81597
280,KARNATAKA,BIDAR,241402,454439,149883,295397,5000000,2775130,1486991,30,310.7114033,111,90589,144213,365,0,53569,47299,6270,14432.13158,8622.645368,5435.103159,374.38305
281,KARNATAKA,VIJAYPURA,337688,749512,154512,329854,4000000,2031185,1069926,28,309.9080776,244,71568,111056,1314,1,52227,36301,15926,9478.242412,6294.806387,2803.741466,379.69456
282,KARNATAKA,CHAMARAJA NAGARA,220417,507032,128251,299822,2500000,1113652,627359,24,314.1877081,77,45337,72038,372,0,36926,29709,7217,3680.840826,3498.957696,26.08752,155.79561
283,KARNATAKA,CHIKKAMAGALURU,176185,397250,93863,230844,2800000,1168888,598834,30,311.6377562,98,37740,68762,121,0,35402,24311,11091,5371.029933,3642.696335,1488.085168,240.24843
284,KARNATAKA,CHITRADURGA,326542,770253,177295,428583,4800000,2907400,1562766,32,304.7120726,224,88907,148412,311,0,46099,36237,9862,9063.831849,8859.198798,66.850841,137.78221
285,KARNATAKA,DAKSHINA KANNADA,166869,349862,68378,157874,1700000,637740,343058,36,308.0702773,81,17627,29412,65,0,24901,16496,8405,2407.226453,1964.687387,346.0974266,96.44164
286,KARNATAKA,DAVANAGERE,234164,510966,118222,274650,3500000,1778759,908328,32,311.539638,231,54544,96027,226,0,29524,25855,3669,5849.262389,5541.539349,68.5404502,239.18259
287,KARNATAKA,DHARWAR,167839,402125,85053,224898,2600000,1299375,585652,31,310.7629961,114,40812,72348,164,0,46107,42617,3490,4377.715489,4037.976681,241.7289483,98.00986
288,KARNATAKA,GADAG,164651,397972,122114,314321,3200000,3074566,1483020,34,306.5058048,313,89079,189204,1063,0,27007,24644,2363,9581.008761,9423.723261,76.02176,81.26374
289,KARNATAKA,KALABURAGI,414588,866569,245680,536004,6200000,3939015,2165473,26,289.0295871,138,150810,261550,694,1,46151,41369,4782,11820.17899,11384.91879,108.266962,326.99324
290,KARNATAKA,HASSAN,277345,641586,164839,405786,4600000,2168773,1122541,31,310.2115091,295,68970,123876,371,2,71401,31906,39495,9057.406028,6727.783453,2067.016974,262.6056
291,KARNATAKA,HAVERI,268598,614638,153421,375223,4600000,2506257,1182963,33,305.2984678,383,74812,142042,421,0,52146,48943,3203,7792.794321,7651.564219,75.9551017,65.275
292,KARNATAKA,KODAGU,86728,188997,30628,72680,700000,198829,102676,29,309.773049,10,6823,11057,76,1,7957,7235,722,621.9214355,615.9186555,0,6.00278
293,KARNATAKA,KOLAR,235917,571231,134288,335380,4000000,1876790,976867,34,308.3831019,209,54983,87260,283,0,59237,38560,20677,7851.913449,5787.703218,1852.029461,212.18077
294,KARNATAKA,KOPPAL,321520,840540,219660,566063,8200000,7313050,3823802,41,291.0650277,2349,177798,377852,3535,0,50488,46932,3556,23870.51581,21285.73101,2388.880239,195.90456
295,KARNATAKA,MANDYA,345454,749650,148966,363014,2700000,1416104,826448,27,306.9041844,63,51522,79356,309,0,44498,31635,12863,7156.375681,4346.082431,2704.13682,106.15643
296,KARNATAKA,MYSURU,338907,833561,153467,392259,2900000,1013345,503637,26,309.5789072,147,38256,67720,120,0,60802,48146,12656,4356.79793,3137.102377,1056.594653,163.1009
